college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
Stanbridge University - Orange County,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regent University,310,231651,3091300,30913,Virginia Beach,VA,23464,Southern Association of Colleges and Schools Commission on Colleges,36.801173,-76.194627,5,17,2,0.5044,500,640,440,580,NULL,NULL,570,510,NULL,21,29,21,29,19,25,NULL,NULL,25,25,22,NULL,1110,4231,NULL,0.4996,0.2742,0.0978,0.0151,0.0052,0.0031,0.0485,0.0052,0.0513,NULL,24888,30136,NULL,8289,0.4852,0.6089,33.82291022,0.653869969,0.381114551,0.419885551,38934.09009,28090.5,45600,41712,66610000
Oklahoma City University,311,207458,316600,3166,Oklahoma City,OK,73106-1402,Higher Learning Commission,35.495271,-97.541242,6,17,2,0.731,550,650,530,613,473,580,600,572,527,22,29,22,31,19,27,7,8,26,27,23,8,1213,1520,NULL,0.6289,0.0526,0.1178,0.0309,0.0257,0,0.0888,0.052,0.0033,NULL,22910,44942,NULL,7346,0.2297,0.7051,24.11780822,0.693150685,0.134246575,0.267935578,83537.72603,65071.5,51100,47648,127640901
New Jersey Institute of Technology,312,185828,262100,2621,Newark,NJ,7102,Middle States Commission on Higher Education,40.741997,-74.177113,2,15,1,0.6603,590,670,610,720,510,630,630,665,570,25,31,23,33,25,32,NULL,NULL,28,28,29,NULL,1299,8311,NULL,0.3371,0.0806,0.209,0.2304,0.0018,0.0005,0.0349,0.0818,0.0238,18582,NULL,31511,NULL,12497,0.3695,0.7,22.10781303,0.209484818,0.038894575,0.344036697,57776.00989,38563,70300,80043,129455000
Loyola University New Orleans,313,159656,201600,2016,New Orleans,LA,70118-6143,Southern Association of Colleges and Schools Commission on Colleges,29.936141,-90.120417,5,17,2,0.7239,540,640,510,600,NULL,NULL,590,555,NULL,21,26,21,29,18,25,NULL,NULL,24,25,22,NULL,1160,3144,NULL,0.4501,0.1851,0.1985,0.0318,0.0032,0.0019,0.0483,0.0251,0.056,NULL,20463,54417,NULL,8463,0.3537,0.5888,20.04855275,0.643323996,0.012138189,0.192807193,87667.95332,62000,52300,48747,219751052
Abilene Christian University,314,222178,353700,3537,Abilene,TX,79699,Southern Association of Colleges and Schools Commission on Colleges,32.468943,-99.709797,6,18,2,0.634,510,620,500,600,450,570,565,550,510,21,27,20,28,18,26,6,8,24,24,22,7,1150,3480,NULL,0.6141,0.0876,0.204,0.0118,0.0034,0.0006,0.042,0.0325,0.004,NULL,28051,51577,NULL,8324,0.255,0.6598,19.87777032,0.611820013,0.012760242,0.244522968,81718.86568,67009,48900,49294,444076565
Seattle Pacific University,315,236577,378800,3788,Seattle,WA,98119-1997,Northwest Commission on Colleges and Universities,47.650214,-122.361667,8,17,2,0.9062,510,590,500,570,NULL,NULL,550,535,NULL,20,27,19,28,18,25,NULL,NULL,24,24,22,NULL,1109,2694,NULL,0.4607,0.0653,0.1552,0.1433,0.0041,0.0063,0.0883,0.0535,0.0234,NULL,26714,60834,NULL,8536,0.3235,0.6549,20.80200501,0.695906433,0.032581454,0.228699552,83420.68588,62276,54200,57097,120745000
George Mason University,316,232186,374900,3749,Fairfax,VA,22030-4444,Southern Association of Colleges and Schools Commission on Colleges,38.829976,-77.307428,5,15,1,0.892,560,650,540,650,NULL,NULL,605,595,NULL,24,30,23,32,23,28,NULL,NULL,27,28,26,NULL,1208,26514,NULL,0.3679,0.1147,0.1617,0.2179,0.001,0.0017,0.0518,0.0514,0.032,19551,NULL,25717,NULL,11579,0.2958,0.7159,22.57979111,0.557201846,0.066796211,0.299878592,64723.11185,44254,63900,66148,99786858
Seton Hall University,317,186584,263200,2632,South Orange,NJ,07079-2697,Middle States Commission on Higher Education,40.742336,-74.246027,2,16,2,0.7823,580,650,570,660,NULL,NULL,615,615,NULL,25,30,24,32,23,28,NULL,NULL,28,28,26,NULL,1244,5822,NULL,0.5127,0.0804,0.1846,0.1101,0.0017,0.0009,0.0426,0.0268,0.0402,NULL,32634,60646,NULL,9912,0.2596,0.7158,20.44741306,0.541560645,0.013994911,0.278962002,86867.63995,63427.5,63700,68441,269162000
Hobart and William Smith Colleges,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of the Pacific,319,120883,132900,1329,Stockton,CA,95211-0197,Western Association of Schools and Colleges Senior Colleges and University Commission,37.981424,-121.312301,8,17,2,0.7075,540,660,540,680,490,630,600,610,560,22,30,21,31,21,29,NULL,NULL,26,26,25,NULL,1221,3493,NULL,0.2078,0.0375,0.2299,0.3696,0.0026,0.0052,0.0547,0.0713,0.0215,NULL,28380,64784,NULL,10872,0.3745,0.701,20.8651772,0.590138675,0.024653313,0.350177305,67087.36056,44821.5,84200,74214,463312942
Illinois Institute of Technology,320,145725,169100,1691,Chicago,IL,60616,Higher Learning Commission,41.8313,-87.627321,3,16,2,0.6066,570,670,630,720,NULL,NULL,620,675,NULL,26,32,24,33,27,32,NULL,NULL,29,29,30,NULL,1311,2974,NULL,0.3884,0.0481,0.1876,0.1648,0.0007,0.0003,0.038,0.1456,0.0266,NULL,23772,64710,NULL,12752,0.2929,0.7179,21.88221971,0.30011325,0.039637599,0.322376738,60579.29105,39719,78000,77682,240549000
Columbia International University,321,217925,342900,3429,Columbia,SC,29203-1513,Southern Association of Colleges and Schools Commission on Colleges,34.07551,-81.07443,5,20,2,0.5067,480,590,460,560,460,570,535,510,515,17,24,17,24,16,22,NULL,NULL,21,21,19,NULL,1055,731,NULL,0.5513,0.223,0.0547,0.0109,0.0041,0.0027,0.0096,0.0383,0.1053,NULL,18222,36979,NULL,4915,0.3623,0.6827,22.4796748,0.552845529,0.077235772,0.24137931,60533.98374,49959.5,31400,36834,4685214
D'Youville,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butler University,323,150163,178800,1788,Indianapolis,IN,46208,Higher Learning Commission,39.8374,-86.172167,3,18,2,0.7569,580,660,570,660,510,610,620,615,560,25,30,24,31,24,29,NULL,NULL,28,28,27,NULL,1265,4404,NULL,0.8256,0.0361,0.0563,0.0325,0.002,0,0.0343,0.0073,0.0059,NULL,39430,61623,NULL,9296,0.1285,0.8235,19.71428571,0.60110421,PrivacySuppressed,0.129511677,128612.2947,109207,68900,66540,220516000
Wofford College,324,218973,345700,3457,Spartanburg,SC,29303-3663,Southern Association of Colleges and Schools Commission on Colleges,34.959411,-81.933568,5,21,2,0.53,NULL,NULL,NULL,NULL,520,620,NULL,NULL,570,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL,NULL,NULL,8,NULL,1760,NULL,0.8051,0.0778,0.0466,0.0165,0.0034,0.0006,0.0324,0.0176,0,NULL,27988,62262,NULL,8326,0.1651,0.8049,19.48879837,0.523421589,PrivacySuppressed,PrivacySuppressed,119184.4562,92257,59800,67530,211672562
Florida A&M University,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Nevada - Reno,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Baptist University,327,110361,112500,1125,Riverside,CA,92504-3297,Western Association of Schools and Colleges Senior Colleges and University Commission,33.929321,-117.425619,8,18,2,0.8018,480,580,480,570,410,530,530,525,470,18,25,18,24,17,25,NULL,NULL,22,21,21,NULL,1064,8093,NULL,0.3651,0.0635,0.3801,0.0643,0.0057,0.008,0.0552,0.0209,0.0372,NULL,26719,48731,NULL,10122,0.4463,0.6195,24.09567021,0.66061706,0.149598133,0.416079812,61450.92792,42597,47500,52941,65618267
University of St. Thomas - Texas,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Northern Iowa,329,154095,189000,1890,Cedar Falls,IA,50614-0005,Higher Learning Commission,42.514923,-92.459703,4,18,1,0.7888,520,630,510,600,360,550,575,555,455,20,26,19,25,18,26,6,8,23,22,22,7,1149,8204,NULL,0.8281,0.0258,0.0488,0.0137,0.0012,0.0007,0.0274,0.0211,0.0332,16438,NULL,21047,NULL,8407,0.2568,0.6356,20.98353432,0.595083488,0.02945269,0.224896669,76814.51948,70582.5,49700,49563,128721268
University of Louisiana at Lafayette,330,160658,203100,2031,Lafayette,LA,70503,Southern Association of Colleges and Schools Commission on Colleges,30.212191,-92.020165,5,16,1,0.6728,510,620,490,590,NULL,NULL,565,540,NULL,20,26,21,28,19,25,NULL,NULL,23,25,22,NULL,1148,12972,NULL,0.62,0.2172,0.0624,0.0247,0.0035,0.0009,0.0338,0.0105,0.0271,13094,NULL,22948,NULL,8214,0.3471,0.5117,21.93316413,0.61641286,0.071235195,0.384858044,59163.2577,41647.5,46400,42350,132883603
Citadel Military College of South Carolina,331,217864,342300,3423,Charleston,SC,29409,Southern Association of Colleges and Schools Commission on Colleges,32.797183,-79.958775,5,18,1,0.7995,520,610,510,600,450,540,565,555,495,21,26,20,25,19,25,NULL,NULL,24,23,22,NULL,1139,2828,NULL,0.7588,0.0714,0.0718,0.0198,0.0039,0.0018,0.0523,0.0067,0.0134,18559,NULL,30022,NULL,8845,0.2128,0.715,21.7086915,0.11843362,0.074498567,0.188188188,87515.06877,70469,59600,67770,314435346
Loras College,332,153825,187300,1873,Dubuque,IA,52004-0178,Higher Learning Commission,42.503908,-90.679023,4,22,2,0.5838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,NULL,0.7571,0.0444,0.1025,0.0105,0,0,0.025,0.0169,0.0436,NULL,21629,46290,NULL,6655,0.2723,0.6962,19.94528875,0.463525836,PrivacySuppressed,0.17274168,97177.18693,85517.5,50200,52435,40621690
Keiser University - Fort Lauderdale,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana University-Purdue University - Indianapolis (IUPUI),334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Master's University,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of West Florida,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baldwin Wallace University,337,201195,301400,3014,Berea,OH,44017-2088,Higher Learning Commission,41.373017,-81.851145,3,18,2,0.6982,520,640,520,620,NULL,NULL,580,570,NULL,21,27,20,26,19,26,NULL,NULL,24,23,23,NULL,1176,2843,NULL,0.7689,0.0809,0.0644,0.019,0.0011,0.0007,0.0552,0.0049,0.0049,NULL,25361,48655,NULL,8205,0.3229,0.7011,21.13346228,0.539007092,0.03030303,0.318088737,72659.48098,56960,49200,49644,154306179
North Dakota State University,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northwest Nazarene University,339,142461,162400,1624,Nampa,ID,83686-5897,Northwest Commission on Colleges and Universities,43.562411,-116.565783,7,18,2,0.7683,500,590,480,600,440,560,545,540,500,19,25,19,21,16,22,NULL,NULL,22,20,19,NULL,1098,1220,NULL,0.7598,0.0156,0.132,0.0115,0.0057,0.0025,0.0492,0.0139,0.0098,NULL,21647,42068,NULL,6482,0.3015,0.6231,24.60400616,0.625577812,0.18027735,0.338842975,62125.03544,51227,46300,47908,43367101
Westminster College - Utah,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelphi University,341,188429,266600,2666,Garden City,NY,11530-0701,Middle States Commission on Higher Education,40.721439,-73.653321,2,17,2,0.7461,530,620,530,630,500,620,575,580,560,21,27,21,27,20,27,7,8,24,24,24,8,1162,5076,NULL,0.4795,0.0902,0.1789,0.1194,0.0041,0.0006,0.0286,0.0378,0.0609,NULL,30140,53535,NULL,12839,0.2724,0.7258,21.72762815,0.721112077,0.042137272,0.354206501,77136.4066,51854,63000,65380,186036085
Northwest University,342,236133,378300,3783,Kirkland,WA,98083-0579,Northwest Commission on Colleges and Universities,47.657945,-122.192763,8,19,2,0.9277,510,620,500,585,420,540,565,543,480,19,25,17,27,14,24,NULL,NULL,22,22,19,NULL,1110,821,NULL,0.5615,0.0329,0.0865,0.0438,0.0097,0.0097,0.067,0.0353,0.1535,NULL,20729,45095,NULL,7102,0.3411,0.5774,25.21822034,0.616525424,0.175847458,0.363636364,59103.00106,46713.5,46300,48096,8968000
The College of St. Scholastica,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Missouri - St. Louis,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Southern Mississippi,345,176372,244100,2441,Hattiesburg,MS,39406-0001,Southern Association of Colleges and Schools Commission on Colleges,31.32661,-89.331236,5,15,1,0.9633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,26,19,28,17,25,NULL,NULL,23,24,21,NULL,1135,11348,NULL,0.604,0.29,0.0381,0.0137,0.0047,0.0011,0.0343,0.0141,0.0001,14032,NULL,24047,NULL,7921,0.471,0.4975,23.32993609,0.650544135,0.10312662,0.32596892,41698.29297,27959,42700,40541,114501917
Utah State University,346,230728,367700,3677,Logan,UT,84322-1400,Northwest Commission on Colleges and Universities,41.740748,-111.81391,7,16,1,0.9104,550,660,530,660,NULL,NULL,605,595,NULL,21,29,20,29,20,28,NULL,NULL,25,25,24,NULL,1217,21087,NULL,0.8293,0.0078,0.0619,0.0103,0.0162,0.0029,0.0241,0.0071,0.0404,13257,NULL,19886,NULL,9396,0.3151,0.4983,23.22489462,0.549590875,0.216712125,0.283578174,55518.88421,42950.5,49600,50432,406147112
Molloy University,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of South Alabama,348,102094,105700,1057,Mobile,AL,36688-0002,Southern Association of Colleges and Schools Commission on Colleges,30.696033,-88.178711,5,16,1,0.7303,503,610,480,580,440,560,557,530,500,20,27,20,28,18,25,6,8,24,24,22,7,1162,8787,NULL,0.605,0.2155,0.0437,0.0346,0.0073,0.0013,0.0413,0.0165,0.0348,16826,NULL,21694,NULL,7507,0.3893,0.4491,21.94726688,0.622936763,0.061950697,0.334257975,52728.84502,36199,46800,43123,433051000
Salve Regina University,349,217536,341100,3411,Newport,RI,02840-4192,New England Commission on Higher Education,41.471545,-71.30124,1,18,2,0.7462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2141,NULL,0.8127,0.0145,0.0827,0.0145,0.0014,0.0005,0.0271,0.0168,0.0299,NULL,33806,61072,NULL,8684,0.2081,0.7592,19.73041709,0.714140387,PrivacySuppressed,0.185850053,113760.6633,96000,57700,68304,63790000
St. John Fisher University,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Luther College,351,173452,236100,2361,New Ulm,MN,56073-3965,Higher Learning Commission,44.30526,-94.472326,4,32,2,0.8731,533,638,498,600,NULL,NULL,586,549,NULL,21,27,20,28,21,27,6,8,24,24,24,7,1185,777,NULL,0.9215,0.009,0.0167,0.0103,0.0013,0.0013,0.0154,0.0206,0.0039,NULL,22205,27230,NULL,4626,0.2672,0.7487,19.74489796,0.472789116,PrivacySuppressed,PrivacySuppressed,67801.23129,60923.5,37400,40821,15051589
University of North Texas,352,227216,359400,3594,Denton,TX,76203-1277,Southern Association of Colleges and Schools Commission on Colleges,33.211178,-97.148422,6,15,1,0.8398,530,630,520,610,NULL,NULL,580,565,NULL,20,27,20,28,18,26,NULL,NULL,24,24,22,NULL,1152,32814,NULL,0.4116,0.1413,0.2717,0.0726,0.0027,0.0007,0.0464,0.046,0.007,14122,NULL,23770,NULL,10426,0.3634,0.5713,22.22931591,0.548531843,0.058332677,0.347966205,58313.49225,40028,49300,51232,194237320
CUNY Lehman College,353,190637,702200,7022,Bronx,NY,10468,Middle States Commission on Higher Education,40.872962,-73.895379,2,18,1,0.4701,480,540,480,540,NULL,NULL,510,510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1020,12087,NULL,0.0501,0.2649,0.5743,0.0641,0.0017,0.001,0.0142,0.0296,0,2614,NULL,13704,NULL,11218,0.5516,0.5318,25.96916982,0.71029969,0.096796418,0.519319563,23469.93972,17797,47500,51661,8798611
John Carroll University,354,203368,305000,3050,University Heights,OH,44118-4538,Higher Learning Commission,41.491321,-81.531338,3,19,2,0.8784,530,630,530,630,480,590,580,580,535,22,28,21,28,20,27,7,8,25,25,24,8,1198,2737,NULL,0.8699,0.0347,0.0398,0.0237,0,0,0.0197,0.0062,0.0058,NULL,25026,57651,NULL,8402,0.2019,0.7516,19.99915825,0.466329966,0.009259259,0.185986159,111359.9604,97381,61100,60293,223538691
North Park University,355,147679,173500,1735,Chicago,IL,60625-4895,Higher Learning Commission,41.975268,-87.709948,3,18,2,0.4396,460,560,480,562,450,570,510,521,510,19,25,19,25,17,26,NULL,NULL,22,22,22,NULL,1055,1840,NULL,0.3543,0.1027,0.3179,0.0951,0.0022,0.0038,0.0326,0.0565,0.0348,NULL,18282,39373,NULL,7728,0.4629,0.5906,22.21871921,0.612807882,0.051231527,0.369832402,61726.71133,45181,45600,51035,79526774
Duquesne University,356,212106,325800,3258,Pittsburgh,PA,15282,Middle States Commission on Higher Education,40.43589,-79.993123,2,16,2,0.7719,570,640,550,630,NULL,NULL,605,590,NULL,23,28,22,28,22,27,NULL,NULL,26,25,25,NULL,1207,5373,NULL,0.8044,0.0536,0.0463,0.0367,0.0007,0.0007,0.0348,0.0186,0.0041,NULL,31383,56199,NULL,9343,0.1771,0.7934,20.38446677,0.642581144,0.013137558,0.172968624,102880.6306,88633,68200,66207,488351000
Rockhurst University,357,179043,249900,2499,Kansas City,MO,64110-2561,Higher Learning Commission,39.032318,-94.573003,4,18,2,0.7289,510,615,525,610,NULL,NULL,563,568,NULL,20,27,20,28,18,26,NULL,NULL,24,24,22,NULL,1167,2054,NULL,0.6402,0.0979,0.13,0.038,0.0058,0.0029,0.02,0.0156,0.0497,NULL,19340,53221,NULL,7156,0.1487,0.7261,20.79452055,0.621004566,0.02587519,0.206070288,95739.07154,85260,57300,58922,38451435
Howard University,358,131520,144800,1448,Washington,DC,20059,Middle States Commission on Higher Education,38.922392,-77.018966,2,16,2,0.3864,580,640,550,620,500,600,610,585,550,22,26,22,28,20,26,NULL,NULL,24,25,23,NULL,1192,7784,NULL,0.0085,0.6715,0.068,0.0324,0.0164,0.003,0.038,0.0397,0.1226,NULL,41388,45971,NULL,9638,0.439,0.6401,20.34027778,0.717757937,0.009424603,0.236393623,58082.06399,40386,54500,56236,692832000
Concordia University - Wisconsin,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinity Christian College,360,149505,177100,1771,Palos Heights,IL,60463-0929,Higher Learning Commission,41.667687,-87.783973,3,22,2,0.6366,490,600,490,580,NULL,NULL,545,535,NULL,20,26,20,28,18,25,NULL,NULL,23,24,22,NULL,1103,933,NULL,0.6174,0.119,0.1758,0.0161,0.0075,0.0021,0.0043,0.0418,0.0161,NULL,22135,42996,NULL,7112,0.3343,0.6368,24.57536467,0.688816856,0.113452188,0.329090909,66200.80065,50000,44600,47292,12485030
Lubbock Christian University,361,226383,358600,3586,Lubbock,TX,79407-2099,Southern Association of Colleges and Schools Commission on Colleges,33.575973,-101.934426,6,19,2,0.9651,490,593,480,570,420,548,542,525,484,19,25,17,25,17,25,NULL,NULL,22,21,21,NULL,1097,1250,NULL,0.6408,0.0384,0.2288,0.0048,0.008,0.0032,0.0128,0.0232,0.04,NULL,25823,37198,NULL,6716,0.3218,0.4773,24.20314389,0.637243047,0.158403869,0.359947644,64116.8815,50954,50500,43733,21120876
University of North Carolina at Charlotte,362,199139,297500,2975,Charlotte,NC,28223-0001,Southern Association of Colleges and Schools Commission on Colleges,35.306022,-80.730919,5,16,1,0.7953,560,640,550,640,470,560,600,595,515,22,27,21,26,21,27,6,8,25,24,24,7,1200,23852,NULL,0.5452,0.1609,0.1182,0.0858,0.0026,0.0009,0.0491,0.0213,0.0161,17634,NULL,23478,NULL,9886,0.3592,0.6518,22.01814396,0.52230815,0.048978783,0.284007255,62274.38737,44089,50300,52252,230352216
Emerson College,363,165662,214600,2146,Boston,MA,02116-4624,New England Commission on Higher Education,42.352202,-71.065384,1,18,2,0.4105,610,690,580,690,560,660,650,635,610,27,31,29,35,24,28,8,10,29,32,26,9,1302,3702,NULL,0.5878,0.04,0.1256,0.0519,0.0005,0.0005,0.04,0.131,0.0227,NULL,45171,72119,NULL,10172,0.1594,0.7853,19.7651633,0.614307932,PrivacySuppressed,0.131557708,118339.4417,93112,51200,56676,180509011
Grand Canyon University,364,104717,107400,1074,Phoenix,AZ,85017,Higher Learning Commission,33.513231,-112.129929,6,17,3,0.8069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62424,NULL,0.4754,0.1578,0.2264,0.0319,0.0092,0.0063,0.0438,0.0128,0.0364,NULL,20585,31376,NULL,6870,0.4456,0.4657,31.01565192,0.743284234,0.31784319,0.474408053,45046.41532,29879,58500,39783,NULL
University of Texas - Rio Grande Valley,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
